Фото;Комнат;Метро;До ближайшего метро;Адрес;Дом;Full Address;Latitude;Longitude;Этаж/Этажность;Общая площадь;Жилая площадь;Кухня;Балкон;Лифт;Телефон;Санузел;Альтернатива;Цена в рублях;Цена в рублях за метр;Телефоны;Дата обновления;ИНКОМ;Источник
39;3;Алексеевская;7п;Москва, Мира пр-т.;108;Москва, Мира пр-т. 108 ;55.803953;37.6370314;7/10;82,5;55,1;9;Б;П;Да;Р;Нет;35500000;430303;+7(903)148-6693;01.11.2022 12:25:10;Нет;Авито, Циан, ДомКлик
18;2;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;17/17;68;32;18;Л;ПГ;;2;Нет;35500000;522059;+7(965)115-5289;01.11.2022 10:26:10;Нет;Авито, Циан, ДомКлик
20;4;Алексеевская, ВДНХ, Рижская;9п;Москва, 3-я Мытищинская ул.;14А;Москва, 3-я Мытищинская ул. 14А ;55.80350199999999;37.6460699;6/8;126,5;82,8;9,4;Б;П;Да;2;Нет;35500000;280632;+7(905)712-5609;01.11.2022 12:28:26;Нет;Циан
22;2;Алексеевская, ВДНХ;10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;12/22;71,7;35,1;14;Л;Г;;2;Нет;36000000;502092;+7(966)063-8703;01.11.2022 10:26:17;Нет;Циан
11;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;6/21;89;58;12;;П;;2;Нет;36000000;404494;+7(905)719-6115, +7(966)027-3184;01.11.2022 10:25:39;Нет;Авито, Циан, ДомКлик
19;3;Алексеевская, ВДНХ, Улица академика Королёва;7п;Москва, Мира пр-т.;120;Москва, Мира пр-т. 120 ;55.8119903;37.6392841;15/15;88,2;55,8;;;П;;Р;Да;36000000;408163;+7(965)272-1572;01.11.2022 12:25:45;Нет;Циан, ДомКлик
10;3;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;10/21;71,5;43;14;Л;ПГ;;С;Нет;36200000;506294;+7(965)109-1374;01.11.2022 10:23:32;Нет;Авито, Циан, ДомКлик
50;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/19;69,4;;11,2;;Г;;;;36463797;525415;+7(495)134-6301;01.11.2022 10:23:10;Нет;Циан, Яндекс
34;3;Алексеевская, ВДНХ, Выставочный центр;5п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;11/21;72;;10;Б;ПГ;;2;Нет;36600000;508333;+7(916)784-7512;01.11.2022 10:25:14;Нет;Авито, Циан
21;3;Алексеевская, Рижская, Марьина роща;10п;Москва, Мира пр-т.;102 строение 12;Москва, Мира пр-т. 102 строение 12 ;55.801499;37.637685;2/4;109,4;55;25;;П;;2;Нет;37000000;338208;+7(916)798-0132;01.11.2022 12:28:26;Нет;Циан, ДомКлик
25;3;Алексеевская, ВДНХ, Рижская;7п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;9/19;93,1;45,4;20;Л;ПГ;;2;Да;37000000;397422;+7(909)997-3277;01.11.2022 7:57:29;Нет;Авито, Циан, ДомКлик
10;3;Алексеевская, ВДНХ, Сокольники;7п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;4/27;131,6;56,6;20,9;;ПГ;;3;Нет;37800000;287234;+7(965)240-6963;01.11.2022 16:58:55;Нет;Авито, Циан, ДомКлик
23;4;Алексеевская, ВДНХ, Выставочный центр;9п;Москва, Староалексеевская ул.;5А;Москва, Староалексеевская ул. 5А ;55.8114334;37.64523270000001;4/27;132;80;25;;ПГ;;2;Нет;37800000;286364;+7(966)185-5276;01.11.2022 10:25:52;Нет;Циан
17;3;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;118;Москва, Мира пр-т. 118 ;55.8102355;37.6385271;11/11;87;;;Л;П;;С;Нет;37950000;436207;+7(965)110-2381;01.11.2022 12:25:56;Нет;Циан
28;4;Алексеевская, Рижская, Марьина роща;10п;Москва, Мира пр-т.;102 строение 12;Москва, Мира пр-т. 102 строение 12 ;55.801499;37.637685;4/6;130;75;19;;ПГ;;2;Нет;38200000;293846;+7(966)062-8252;01.11.2022 16:59:07;Нет;Авито, Циан, ДомКлик
15;3;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;3/19;112;60,1;15,9;Л;ПГ;;2;;39900000;356250;+7(964)782-0762;01.11.2022 12:27:45;Нет;Циан
12;3;Алексеевская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;12/19;93,1;51,3;20;Л;ПГ;;Р;Нет;39990000;429538;+7(916)031-6055;01.11.2022 7:57:39;Нет;Авито, Циан, ДомКлик, Юла
50;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;14/19;75,5;;16,4;;Г;;;;39994405;529727;+7(495)134-6301;01.11.2022 10:23:10;Нет;Циан, Яндекс
9;3;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;8/19;94,3;49,8;14;Л;П;;2;Нет;40000000;424178;+7(985)779-0838;01.11.2022 10:20:54;Нет;Авито, Циан, ДомКлик
14;4;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;9/19;101;64,9;14,3;Л;ПГ;;2;;40000000;396040;+7(964)782-0762;01.11.2022 12:27:45;Нет;Циан
29;4;Алексеевская;15п;Москва, Рижский пр.;11;Москва, Рижский пр. 11 ;55.816764;37.662874;4/8;100;66,3;8,5;Б;П;;2;Нет;40000000;400000;+7(969)022-8412;01.11.2022 12:27:39;Нет;Авито, Циан, ДомКлик
14;3;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;8/19;99,3;57,6;14,4;;ПГ;;2;;40000000;402820;+7(964)782-0762;01.11.2022 12:28:26;Нет;Циан
11;4;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;10/19;99,3;61,7;10;Л;ПГ;;3;;40000000;402820;+7(964)782-0762;01.11.2022 12:28:26;Нет;Циан
34;4;Улица Сергея Эйзенштейна, ВДНХ, Выставочный центр;8п;Москва, Мира пр-т.;184 корпус 1;Москва, Мира пр-т. 184 корпус 1 ;55.828145;37.6501857;2/10;100;;;;П;;2;Нет;40000000;400000;+7(985)334-3954;01.11.2022 12:25:45;Нет;Циан
50;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;18/19;72,6;;15,7;;Г;;;;40124763;552683;+7(495)134-6301;01.11.2022 10:23:10;Нет;Циан, Яндекс
17;3;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;11/17;71,9;45;11;Л;ПГ;;4+;Нет;40700000;566064;+7(916)971-2373;01.11.2022 10:25:52;Нет;Циан, ДомКлик
23;3;ВДНХ, Рижская, Алексеевская;20п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;13/14;60;;18;Л;ПГ;;2;Нет;42000000;700000;+7(916)483-7962;01.11.2022 8:06:13;Нет;Авито, Циан
20;4;Алексеевская, ВДНХ, Улица академика Королёва;5п;Москва, Мира пр-т.;118;Москва, Мира пр-т. 118 ;55.8102355;37.6385271;7/10;101;69,1;9,1;Б;П;;2;Нет;42000000;415842;+7(965)402-5145;01.11.2022 12:24:32;Нет;Авито, Циан, ДомКлик, Яндекс
22;3;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;22/22;106,65;81,9;20;Л;ПГ;;Р;Нет;43000000;403188;+7(916)672-3033;01.11.2022 10:24:43;Нет;Авито, Циан
6;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;7/19;92,1;49;12;Б;Г;;3;;44000000;477742;+7(985)148-8986;01.11.2022 10:22:26;Нет;Циан
50;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;3/19;103,1;52,1;13,6;Л;Г;;2;;44599779;432588;+7(495)134-6301;01.11.2022 10:22:09;Нет;Циан, Яндекс
50;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;3/19;101,3;50;18,2;Л;Г;;3;;44878822;443029;+7(495)134-6301;01.11.2022 10:22:09;Нет;Циан, Яндекс
2;3;Алексеевская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;3/19;101,3;50;18,2;БЛ;П;;3;Да;44878822;443029;+7(903)786-8473;01.11.2022 7:59:05;Нет;Циан, ДомКлик
33;3;ВДНХ, Выставочный центр, Алексеевская;5п;Москва, Кибальчича ул.;2 корпус 1;Москва, Кибальчича ул. 2 корпус 1 ;55.8161008;37.6430433;8/12;94,8;56,2;12,8;Л;ПГ;;Р;Нет;45000000;474684;+7(963)658-3385;01.11.2022 12:26:14;Нет;Авито, Циан, ДомКлик
16;4;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;9п;Москва, Космонавтов ул.;10 корпус 3;Москва, Космонавтов ул. 10 корпус 3 ;55.819984;37.65148;1/14;140,6;66;16;;П;;2;Нет;45000000;320057;+7(985)382-8077;01.11.2022 12:28:20;Нет;Циан
5;4;Алексеевская;10п;Москва, Новоалексеевская ул.;16 корпус 4;Москва, Новоалексеевская ул. 16 корпус 4 ;55.80722050000001;37.6468657;9/22;108,35;65;13,6;;ПГ;;2;Нет;45000000;415321;+7(906)783-5897;01.11.2022 12:28:32;Нет;Циан
50;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;2/19;109,7;55,5;19,3;;Г;;2;;45946176;418835;+7(495)134-6301;01.11.2022 10:21:18;Нет;Циан, Яндекс
36;3;Алексеевская, Рижская, ВДНХ;1т 8п;Москва, Новоалексеевская ул.;16 строение 33;Москва, Новоалексеевская ул. 16 строение 33 ;55.8085469;37.6494675;2/19;109,7;55,5;19,3;Л;ПГ;;4+;Нет;45946176;418835;+7(966)222-4961;01.11.2022 14:13:03;Нет;Авито, Циан
21;4;Алексеевская, ВДНХ, Рижская;6п;Москва, 3-я Мытищинская ул.;3 корпус 1;Москва, 3-я Мытищинская ул. 3 корпус 1 ;55.8065471;37.6450223;3/17;116,4;77,3;15;Л3;ПГ;;2;Да;46000000;395189;+7(916)636-3804;01.11.2022 12:27:45;Нет;Циан, ДомКлик
50;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;10/19;94,9;45,6;12,9;;Г;;;;46202724;486857;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан, Яндекс
50;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;7/19;98;;14,9;;Г;;;;46640850;475927;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан, Яндекс
13;3;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;12/14;100,6;52,6;16;;ПГ;;2;Нет;47500000;472167;+7(985)870-4964;01.11.2022 10:23:43;Нет;Циан, ДомКлик
7;3;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;18/21;104;48,4;22;БЛ;П;;С;Нет;48800000;469231;+7(909)653-8773;01.11.2022 15:27:27;Нет;Авито, Циан, ДомКлик
24;6;ВДНХ, Алексеевская, Выставочный центр;13п;Москва, Маломосковская ул.;21 корпус 1;Москва, Маломосковская ул. 21 корпус 1 ;55.8134745;37.65014439999999;10/17;140;72;10,4;БЛ;П;Да;3;Нет;49000000;350000;+7(906)042-3872;01.11.2022 12:25:45;Нет;Циан
3;4;Алексеевская, ВДНХ;1т 6п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;9/19;100;68;9;Б;П;;4+;Нет;49000000;490000;+7(906)542-3501;01.11.2022 7:57:47;Нет;Авито, Циан, ДомКлик
22;2;Алексеевская, ВДНХ, Выставочный центр;10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;10/22;64;30;14;;ПГ;;2;Нет;49900000;779688;+7(966)027-0051;01.11.2022 10:22:15;Нет;Циан
25;4;Алексеевская;;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;12/18;116;46,9;32;;;;2;;49900000;430172;+7(985)420-5243;01.11.2022 10:25:33;Нет;Циан
22;3;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;3/21;95;47,9;18,8;;П;;2;Нет;50000000;526316;+7(968)989-6586;01.11.2022 10:21:24;Нет;Циан
48;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/19;99,3;54,3;14,4;;Г;;;;50113417;504667;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан
50;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;2/19;111,9;40,1;35,9;Л;Г;;2;;50764822;453662;+7(495)134-6301;01.11.2022 10:21:18;Нет;Циан, Яндекс
36;2;Алексеевская, Рижская, ВДНХ;1т 8п;Москва, Новоалексеевская ул.;16 строение 33;Москва, Новоалексеевская ул. 16 строение 33 ;55.8085469;37.6494675;2/19;111,9;40,1;35,9;;Г;;4+;Нет;50764822;453662;+7(934)555-0654;01.11.2022 14:13:03;Нет;Авито, Циан
28;3;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;10/19;108,3;55,5;19,3;;Г;;;;51544963;475946;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан, Яндекс
14;4;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;18/19;111;63;16;Л;ПГ;;3;Нет;51950000;468018;+7(965)115-5289;01.11.2022 10:22:15;Нет;Авито, Циан, ДомКлик
11;5;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;18/19;115;74,2;18,1;Л;ПГ;;2;;53000000;460870;+7(964)782-0762;01.11.2022 10:26:29;Нет;Циан
13;3;Алексеевская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;3/19;88;57;12;Л;ПГ;Да;2;Нет;54900000;623864;+7(965)115-5289;01.11.2022 10:21:57;Нет;Авито, Циан, ДомКлик
50;2;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;10/19;110,5;;35,9;;Г;;;;56695409;513081;+7(495)134-6301;01.11.2022 10:23:10;Нет;Циан, Яндекс
50;4;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/19;111;;14,8;;Г;;;;56715307;510949;+7(495)134-6301;01.11.2022 10:23:16;Нет;Циан, Яндекс
4;4;Алексеевская, ВДНХ, Рижская;1т 7п;Москва, Алексеевский район;-;Москва, Алексеевский район - ;55.8212583;37.66385229999999;17/20;116,3;64,5;14,3;Л;ПГ;;4+;Нет;56779536;488216;+7(495)921-5664;01.11.2022 14:13:03;Нет;Авито, Циан, Яндекс
37;4;Алексеевская;6п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;14/15;113,3;65,7;20,5;Л;ПГ;;2;Нет;58000000;511915;+7(966)061-3389;01.11.2022 10:22:09;Нет;Авито, Циан, ДомКлик
17;4;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;14/15;115;65,7;21;Л;П;Да;2;Нет;58000000;504348;+7(965)115-5289, +7(966)058-7084;01.11.2022 10:21:30;Нет;Авито, Циан, ДомКлик
20;3;Алексеевская, ВДНХ, Рижская;2т 10п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;7/22;102,8;;50;Л;ПГ;;4+;Нет;58000000;564202;+7(958)794-5970;01.11.2022 12:25:04;Нет;Авито, Циан, ДомКлик
49;4;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/19;118,5;60,5;18,3;;Г;;;;59210142;499664;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан, Яндекс
41;3;Алексеевская, ВДНХ, Выставочный центр;10п;Москва, Новоалексеевская ул.;22 корпус 2;Москва, Новоалексеевская ул. 22 корпус 2 ;55.8107286;37.6536583;5/13;91,3;43,6;11,3;Л;П;;2;Нет;60000000;657174;+7(985)895-7745;01.11.2022 12:23:29;Нет;Авито, Циан, ДомКлик, Яндекс
11;3;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;3/21;91;;;Л;ПГ;;2;Нет;60000000;659341;+7(966)063-5271;01.11.2022 10:25:45;Нет;Циан
25;3;Алексеевская;8п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;7/22;105;59;15;Л;ПГ;;2;Нет;60000000;571429;+7(966)047-0215;01.11.2022 10:23:49;Нет;Авито, Циан, ДомКлик
16;6;Алексеевская, ВДНХ, Рижская;15п;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;16/17;162,36;101;18,8;Л;ПГ;;4;Нет;60200000;370781;+7(969)076-9686;01.11.2022 10:23:22;Нет;Авито, Циан, ДомКлик
16;5;Алексеевская;;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;11/21;135,4;77;30;Б;ПГ;Да;Р;Нет;62000000;457903;+7(966)064-3248;01.11.2022 10:22:21;Нет;Авито, Циан, ДомКлик
8;3;Алексеевская, ВДНХ, Рижская;2т 12п;Москва, Новоалексеевская ул.;22 корпус 2;Москва, Новоалексеевская ул. 22 корпус 2 ;55.8107286;37.6536583;8/13;95;63;20;Л;ПГ;;С;Нет;62000000;652632;+7(958)700-2595;01.11.2022 7:57:39;Нет;Авито, Циан
6;4;Алексеевская, Рижская, ВДНХ;1т 8п;Москва, Новоалексеевская ул.;16 строение 33;Москва, Новоалексеевская ул. 16 строение 33 ;55.8085469;37.6494675;6/19;116;64,5;15;Л;ПГ;;Р;Нет;62000000;534483;+7(996)011-5782;01.11.2022 14:13:03;Нет;Авито, Циан
50;4;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;14/19;116,3;64,5;14,3;;Г;;;;62042354;533468;+7(495)134-6301;01.11.2022 10:22:26;Нет;Циан, Яндекс
36;4;Алексеевская, Рижская, ВДНХ;1т 8п;Москва, Новоалексеевская ул.;16 строение 33;Москва, Новоалексеевская ул. 16 строение 33 ;55.8085469;37.6494675;16/19;116,3;64,5;14,3;;Г;;;Нет;64065485;550864;+7(966)222-5378;01.11.2022 14:13:03;Нет;Авито, Циан
50;4;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;19/19;114,4;;36,4;;Г;;;;64449434;563369;+7(495)134-6301;01.11.2022 10:23:10;Нет;Циан, Яндекс
48;4;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;10/21;100;51;23;Л;ПГ;;2;Нет;65000000;650000;+7(909)625-8256;01.11.2022 10:24:37;Нет;Циан, ДомКлик
19;5;Алексеевская, ВДНХ, Рижская;;Москва, Новоалексеевская ул.;16 корпус 2;Москва, Новоалексеевская ул. 16 корпус 2 ;55.80823359999999;37.6477517;16/17;159,6;77;20;Л;ПГ;;4;Нет;66234000;415000;+7(916)483-7962;01.11.2022 10:23:27;Нет;Авито, Циан, ДомКлик
27;3;Алексеевская, ВДНХ, Выставочный центр;8п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;13/22;108,7;73;12;;П;;2;Нет;67000000;616375;+7(966)047-0215, +7(966)058-7084;01.11.2022 10:24:37;Нет;Авито, Циан, ДомКлик
9;4;ВДНХ, Выставочный центр, Алексеевская;18п;Москва, Новоалексеевская ул.;22А строение 8;Москва, Новоалексеевская ул. 22А строение 8 ;55.8106446;37.6538376;8/16;144,3;85;19;Б;;;3;Нет;67000000;464310;+7(965)113-9532;01.11.2022 12:26:02;Нет;Циан, ДомКлик
21;4;Алексеевская, ВДНХ;15п;Москва, Новоалексеевская ул.;22 корпус 1;Москва, Новоалексеевская ул. 22 корпус 1 ;55.8107286;37.6536583;8/16;144,3;85;19;Б;;;3;Нет;67000000;464310;+7(966)050-3578;01.11.2022 12:26:32;Нет;Авито, Циан, ДомКлик
11;5;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/19;153;106,1;19,5;Л;ПГ;;3;;68000000;444444;+7(964)782-0762;01.11.2022 10:26:29;Нет;Циан
24;5;Алексеевская, ВДНХ, Выставочный центр;7п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;5/19;133,6;86,2;19,5;Л;ПГ;;2;;69000000;516467;+7(965)239-3843;01.11.2022 14:14:54;Нет;Циан
10;4;Алексеевская, ВДНХ, Рижская;10п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;11/11;165,5;76,8;30,7;Л2;ПГ;;3;;70000000;422961;+7(985)260-7298;01.11.2022 10:26:23;Нет;Циан
9;4;Алексеевская, ВДНХ, Рижская;1т 6п;Москва, Новоалексеевская ул.;16 корпус 3;Москва, Новоалексеевская ул. 16 корпус 3 ;55.807717;37.6477846;11/11;165,5;76,8;30,7;Л;ПГ;;С;Нет;70000000;422961;+7(967)559-0473;01.11.2022 12:22:35;Нет;Авито, Циан, ДомКлик
11;5;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;18/19;154;82,8;11,9;Л2;ПГ;;3;;72000000;467532;+7(964)782-0762;01.11.2022 10:26:29;Нет;Циан
11;5;Алексеевская, ВДНХ, Рижская;6п;Москва, Новоалексеевская ул.;16 корпус 1;Москва, Новоалексеевская ул. 16 корпус 1 ;55.8084131;37.6469423;18/19;160;117,1;15,1;Л;ПГ;;2;;72000000;450000;+7(964)782-0762;01.11.2022 10:26:29;Нет;Циан
5;;Алексеевская, ВДНХ, Выставочный центр;12п;Москва, Новоалексеевская ул.;22 корпус 2;Москва, Новоалексеевская ул. 22 корпус 2 ;55.8107286;37.6536583;9/13;142;;6;Л;П;;2;Нет;74000000;521127;+7(966)062-2821;01.11.2022 12:25:15;Нет;Циан
20;3;Алексеевская;15п;Москва, Новоалексеевская ул.;22 корпус 2;Москва, Новоалексеевская ул. 22 корпус 2 ;55.8107286;37.6536583;9/10;172;75;15;Б;ПГ;;2;Нет;74000000;430233;+7(966)047-0215;01.11.2022 12:24:58;Нет;Авито, Циан, ДомКлик, Яндекс
15;4;ВДНХ, Выставочный центр, Улица Сергея Эйзенштейна;9п;Москва, Космонавтов ул.;10 корпус 3;Москва, Космонавтов ул. 10 корпус 3 ;55.819984;37.65148;13/14;198;93;35;Б;П;;2;Нет;75000000;378788;+7(985)382-8077;01.11.2022 12:26:26;Нет;Циан
16;4;Алексеевская, ВДНХ, Выставочный центр;12п;Москва, Новоалексеевская ул.;22 корпус 2;Москва, Новоалексеевская ул. 22 корпус 2 ;55.8107286;37.6536583;7/13;140;;11;;П;;С;Нет;76800000;548571;+7(966)048-0904;01.11.2022 12:27:07;Нет;Авито, Циан
27;5;Алексеевская, ВДНХ;15п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;17/22;142,6;70,4;25,8;Л;ПГ;;4;Нет;77000000;539972;+7(969)076-9686;01.11.2022 10:23:49;Нет;Авито, Циан, ДомКлик
19;4;Алексеевская, ВДНХ, Выставочный центр;14п;Москва, Маломосковская ул.;14;Москва, Маломосковская ул. 14 ;55.8127677;37.6477996;17/22;142,2;68;18;Л2;ПГ;;4;Нет;77000000;541491;+7(966)053-1406;01.11.2022 10:23:27;Нет;Авито, Циан, ДомКлик, Яндекс
